location_id,historical_names,modern_address,coordinates,source_book,source_chapter,source_text
loc_055b5047,"[{""name"": ""河南洛陽"", ""period"": ""period_song""}]",河南省洛阳市,"34.6187, 112.4540",《圣朝名画评》,人物门(籍贯信息的提取),王瓘，字國器，河南洛陽人。美風表，有才辯，少志於畫。家甚窮匱，無以資遊學。北邙山老子廟壁，吳生所畫，世稱絕筆焉。瓘多往觀之，雖窮冬積雪，亦無倦意。有為塵滓塗漬處，必拂拭磨刮，以尋其跡，由是得其遺法。又能變通不滯，取長舍短，聲譽藉甚，動於四遠。王公大人有得瓘畫者，以為珍玩。末年，石中令以禮召瓘畫昭報寺廊壁，厚酬金幣(今西京石家寺壁見在)。故於乾德、開寶之間，無與敵者。身死之日，畫流相帥哭之。虞部武員外(宗元)，亦河南人，每歎曰：“吾觀國器之筆，則不知有吳生矣。吳生畫天女，頸領粗促，行步跛側。又樹石淺近，不能相稱。國器則舍而不取，故於事物盡工。復能設色清潤，古今無倫。恨不同時，親受其法。”翰林待詔高克明亦謂人曰：“今若得國器畫，何必吳生？所謂買王得吳矣。”識者以為知言。子端，亦有名於時。
loc_0daf58fe,"[{""name"": ""京師"", ""period"": ""period_song""}]",河南省开封市,"34.7973, 114.3076",《圣朝名画评》,人物门(籍贯信息的提取),王靄，京師人。幼有志節，頗尚靜默。留心圖畫，尤長於寫真。追學吳生之筆，於佛像人物能盡其妙。朱梁時以為翰林待詔。至石晉末，耶律德光犯闕，時靄與焦著、王仁壽為德光掠歸。至宋有天下，放靄還國，復為待詔。藝祖以區區江左未歸疆土，有意於吊伐，命靄微服往鍾陵，寫其謀臣宋齊丘、韓熙載、林仁肇等形狀。如上意，受賞加等。奉詔於定力院寫宣祖及太后御容，梁祖真像亦在焉(本院堂西壁畫見存，但經後人裝飾失真)。又於大殿西壁畫水月觀音，及於景德寺九曜院殿西壁畫彌勒下生像。末年，與東平孫夢卿畫開寶寺大殿後文殊閣下東西兩壁。夢卿以東壁讓之，尊靄聲跡，
loc_c3f89822,"[{""name"": ""鄆州須昌"", ""period"": ""period_song""}]",山东省泰安市东平县,"35.9369, 116.2991",《圣朝名画评》,人物门(籍贯信息的提取),"孫夢卿，鄆州須昌人。少有精鑒而性拘執。家世豪右，不事産業，志於圖繪。常語人曰:""吾所好者，吳生耳，餘無所取。""故盡得其法，里中人目爲""孫脫壁""，又曰孫吳生（言能全""脫吳生之壁，無小處）。凡欲命意揮寫，必爲豪貴所知，日湊於門，爭先請售。識者以爲吳生後身，數百年能至其藝者，止夢卿焉。與王靄對畫開寶寺文殊閣下西壁，爲西方毗樓勒叉天王像及金槍道菩薩相，今並存焉。夢卿之畫，世少藏者，王公大人第往往有之。"
loc_ee7acc78,"[{""name"": ""耀州華原"", ""period"": ""period_song""}]",陕西省铜川市耀州区,"34.9103, 108.9796",《圣朝名画评》,人物门(籍贯信息的提取),趙光輔，耀州華原人。太宗朝為圖畫院學生。性喜幽曠，無仕進意，潛自遁去，鄉人猶呼“趙評事”。長於佛畫及人物、蕃馬等。愚客於許日開元寺見輔畫攝摩騰、竺法蘭以傳教。皆丈餘，其慈覺悲憫之相盡備。又畫五百高僧，姿質風度，互有意思，坐立瞻聽，皆得其妙，貌若悲覺，以動觀者。
loc_97f8063c,"[{""name"": ""河南白波"", ""period"": ""period_song""}]",河南省洛阳市孟津区一带,"34.8250, 112.4430",《圣朝名画评》,人物门(籍贯信息的提取),武宗元，字總之，河南白波人。世業儒，為鄉裏所重。父道，與丞相文惠公(隨)為布衣交，將宗元詣之。時方成童，大被稱賞。文惠妻以外孫，用其蔭得太廟齋郎。年十七，文惠請畫北邙山老子廟壁，頗為精絕。景德末，章聖營玉清昭應宮，募天下畫流逾三千數，中程者不減一百人，分為二部，宗元為左部之長。丁朱崖為宮使，語僚佐曰：“適見靡旗亂轍者，悉為宗元所逐矣。”上亦優勞之。中嶽天封觀置百金以求
loc_106732c8,"[{""name"": ""蘇州長洲"", ""period"": ""period_song""}]",江苏省苏州市,"31.2989, 120.5853",《圣朝名画评》,人物门(籍贯信息的提取),宮使，並非一般的“皇官使者”，這裏特指“玉清昭應官使”。丁朱崖，四庫本作“朱崖”，即丁謂。“(王)欽若與丁謂、林特、陳彭年、劉承珪，時謂之“五鬼”。奸邪險僞，誠如聖諭。”《宋史》有傳：丁謂，字謂之，後更字公言，蘇州長洲人。淳化三年，登進士甲科。大中祥
loc_59ed8532,"[{""name"": ""建康"", ""period"": ""period_song""}]",江苏省南京市,"32.0603, 118.7969",《圣朝名画评》,人物门(籍贯信息的提取),王齊翰，建康人。世為右姓。齊翰自為童時，已能畫地成人，有挺立之勢。日見加益，仕唐李煜為待詔。及王師指伐，所得府藏，悉充軍中之賞。有步卒李貴者徑入佛廟，得齊翰所畫十六羅漢。俄鬻於市，有富商劉元嗣以白金四百兩請售。元嗣入都，復質於相國寺普滿塔主清教處。及元嗣往贖，遂為所匿。訟於京府，時神宗方為尹，按證其事，清教詞屈，乃出元畫，大為神宗嘉歎，各賜白金千兩釋之。後十六日即位，名曰應運國寶羅漢，藏於秘府。
loc_04c961de,"[{""name"": ""汝南宛丘"", ""period"": ""period_song""}]",河南省周口市淮阳区,"33.7321, 114.8878",《圣朝名画评》,人物门(籍贯信息的提取),王士元，汝南宛丘人。父仁壽，亦能丹青，事見《五朝名畫録》。至士元尤精其藝。好讀書，為儒者，言有局量，鄉里器之。與國子博士郭忠恕為畫友。士元嘗為孫四皓之客，甚見推待。唐有《名畫斷》，第其一百三人之姓名。太宗天縱多能，留神庶藝，訪其後來，復得一百三人，編次有倫，亦曰《名畫斷》。孫氏謂士元曰：“上為畫斷，以續唐本，子其謂何？”士元乃沉默思慮，采唐來諸家之長，為《武王誓師獨夫崇飲圖》。京師之人詣孫館者，日不可計，中有歎者曰：“王君之意，與六經合，觀其事蹟，不覺千古之遠，非精慮入神，何以至此！”孫氏不敢私有，進於天子，下圖畫院品第之。時院中高文進與士元有隙，定為下品，識者忿之。止以三十縑為賜，不顧而去。文懿張公惜其精筆，奏攝南陽從事。
loc_83896c29,"[{""name"": ""安定"", ""period"": ""period_song""}]",甘肃省平凉市/宁夏固原一带,"35.5426, 106.6829",《圣朝名画评》,人物门(籍贯信息的提取),侯翌，字子衝，安定人。性簡潔，重信義。學吳生釋道畫。予至和中於閭巷見挈一舊圖，貯於大器，將濯去顏色，尋呼止之，乃翌所畫七夕乞巧圖也。其人曰：“我於京城中丐舊功德，亟賣以給朝夕。此圖雖得於大族，及其市也，人以敝裂，無肯售之色，我將洗滌，以補穿結之服。”因倍價以售，歸則熟視，宛有王公第宅妓女瞻祝之態。
loc_dc933ee1,"[{""name"": ""安定"", ""period"": ""period_song""}]",甘肃省平凉市/宁夏固原一带,"35.5426, 106.6829",《圣朝名画评》,人物门(籍贯信息的提取),侯翌，道釋畫家，主要活動在宋太宗時期。《宣和畫譜・道釋四》：“侯翌，字子衝，安定人。善畫。端拱、雍熙之際，聲名籍甚。學吳道元作道釋，落墨清【？】，行筆勁峻，峭拔而秀，絢麗而雅，亦畫家之絕藝也。始年十三，師郭巡官，郭忘其名。越四年，所學過郭遠甚，慮掩郭
loc_1287ba57,"[{""name"": ""京師"", ""period"": ""period_song""}]",河南省开封市,"34.7973, 114.3076",《圣朝名画评》,人物门(籍贯信息的提取),高元亨，字彥德，京師人。一名懷寶。端願拘禮法，嘗褒衣大帶，引奚奴行，人以儒者視之。真廟時為圖畫院祗候。嘗畫從駕兩軍角抵戲場圖，寫其觀者，四合如堵，坐立翹企，攀扶仰俯，及富貴貧賤、老幼長少、緇黃技術、外夷之人，莫不備具，至有争怒解挽，千變萬狀，求真盡得，古未有也。元亨嘗押河西防邊將校冬衣至渭川，見畫人南簡，雖有推獎之意，終不能援。
loc_5bc65950,"[{""name"": ""安定靈臺"", ""period"": ""period_song""}]",甘肃省平凉市灵台县,"35.0661, 107.6166",《圣朝名画评》,人物门(籍贯信息的提取),孫懷說，安定靈臺人也。任俠不事產業。喜丹青，亦學吳生，略得其奧。乘興命筆，往往稱絕。多為好事者取去，故人間少見其本。
loc_a172dfdb,"[{""name"": ""平涼"", ""period"": ""period_song""}]",甘肃省平凉市,"35.5426, 106.6829",《圣朝名画评》,人物门(籍贯信息的提取),南簡，平涼人。性簡傲，不肯從親舊遊，閉門獨居，以畫自樂。太宗朝待詔高元亨奉使過渭川，目睹簡畫，得其名氏，遽召之。會簡袖刺來謁，喜其同好，盡禮相遇。因求簡筆，簡遂披紙運思，揮染如掃，窮百番無相犯者。元亨益重之。故相國劉公有簡畫少微星一軸，甚有氣韻。
loc_aa6eff82,"[{""name"": ""新繁"", ""period"": ""period_song""}]",四川省成都市新都区新繁街道,"30.8967, 104.0084",《圣朝名画评》,人物门(籍贯信息的提取),王道真，字幹叔，新繁人。幼穎悟，有節操，善丹青。太宗朝待詔高文進甚有聲望，一日上問：“民間誰如卿者？”文進進曰：“新繁人王道真者，猶出臣上。”遂召入圖畫院為祗候，與文進等傳移相國寺高益畫壁，及於大殿西偏門南面東壁畫寶志化十二面觀音相，又與文進對畫寺庭北門東面大神，遷待詔。及同文進計度玉清昭應宮壁，當時稱之。
loc_0ce1bb72,"[{""name"": ""蜀中"", ""period"": ""period_song""}]",四川盆地一带,"30.5728, 104.0668",《圣朝名画评》,人物门(籍贯信息的提取),"沙門元靄，蜀中人。幼來京師相國寺落髮，授大具足戒，通古人相法，遂能寫真。太宗聞之，召元靄傳寫。時上幸後苑賞春方還，烏巾插花，天姿和暢，靄一揮而成，略無凝滯。上優賜之，由是有聲名，巨貴人爭求其筆。亦嘗畫本寺西經藏院後大悲菩薩。章聖即位，召靄寫先帝側座御容，恩賜甚厚。錢希白《洞微志》云:""僧元靄，蜀人，皇朝來，多禁中供奉。""一旦在御書院中寫粉本，中官皆來觀看。靄公每成，染顏色畢，懷中別出一小石研磨取色，蓋覆肉色之上，然後遂如真。衆工所不及者，正爲此特高。其日用石訖，忽見一小黃門懷之而去。靄公喧呼索之，方置舊處，又以非語凌辱，然後奔走而去。因遍詢中官，同列無肯言其姓名。畫其顏貌，求謁李都知(神福)，哀訴以中貴竊石毀辱之事，忿色可掬。李因诘之曰:""小底至多，不知姓名，誰當其責?""靄公因懷中探出頭子，言此可以驗之。李一見大笑日:""此楊懷吉也，何倉卒間圖寫，筆法如是精妙!""因延坐嗟尚，見召楊責讓，伏罪致謝而退。自此傳神聲價，蔚爲獨步矣。"
loc_e9c4cbce,"[{""name"": ""江南"", ""period"": ""period_song""}]",长江下游南岸地区,,《圣朝名画评》,人物门(籍贯信息的提取),"趙幹，江寧(今江蘇南京)人，南唐後主時圖畫院學生，活動時間應在五代時期，沒有入宋的記載。傳世作品有>，此圖>有著。>:""趙幹，江南人，工畫水。事江南爲畫院學生。"">:""趙幹，江南人。善畫山林泉石，事僞主李煜爲畫院學生，故所畫皆江南風景，多作樓觀、舟肛、水村、漁市、花竹，散爲景趣，雖在朝市風埃間，一見便如江上，令人褰裳欲涉而問舟浦漵間也。"">等書也有記載。"
loc_d32810f9,"[{""name"": ""江南"", ""period"": ""period_song""}]",长江下游南岸地区,,《圣朝名画评》,人物门(籍贯信息的提取),"楊輝，當時畫魚很有名氣。>作""楊揮""，>作""楊暉""。>:""楊揮，江南人，善畫魚。人稱之，而未見其跡。"">:""楊暉，江南人。善畫魚，得其揚髻鼓鬣之態，蘋蘩荇藻，映帶清淺，浮沈鼓躍，曲盡其性。今人畫魚者多拘鱗甲之數，或貫柳，或在陸，奄奄無生意。惟暉則不拘世習，吹柳絮，漾桃花，於魚得計時，往往見之筆下。覽之者如在濠梁間，然未免畫家者流所指摘也。""又，四庫本作""楊暉""。"
loc_e38a72d0,"[{""name"": ""江夏"", ""period"": ""period_song""}]",湖北省武汉市江夏区,"30.3769, 114.3162",《圣朝名画评》,人物门(籍贯信息的提取),"梅行思，五代南唐畫家。一稱再思，江夏(今湖北武昌)人。南唐後主時爲翰林待詔。善畫人物、牛馬，尤以畫鷄見長，世稱梅家鷄。>:""梅行思(或雲再思)，江夏人。工畫鬥鷄，名聞天下。最著者是陳康肅家>一軸，號爲神。兼工人物，有>>>>>等圖傳於世。"""
loc_0d82b076,"[{""name"": ""陳國宛丘"", ""period"": ""period_song""}]",河南省周口市淮阳区,"33.7321, 114.8878",《圣朝名画评》,人物门(籍贯信息的提取),"閻士安，宋代醫官。精醫，曾任醫學助教。工繪畫，以畫墨竹聞名。>:""閻士安，陳州宛丘人，以醫術爲助教。工畫墨竹，筆力老勁，名著當時。每於大卷高壁爲不盡景，或爲風勢，甚有意趣。復愛作墨蟹蒲藻，等閑而成，爲人所重也。"">:""閻士安，陳國宛丘人。家世業醫。性喜作墨戲，荊檟枳棘，荒崖斷岸，皆極精妙。尤長於竹，或作風偃雨霽，煙薄景曛，霜枝雪幹，亭亭苒苒，曲盡其態。中書令謚武恭王德用好收花竹之畫，士安作>獻之。德用一見嘆美不已，遂以爲篋中之冠，奏補國子四門助教，後之學者往往取以爲模楷焉。"""
loc_16831635,"[{""name"": ""中天竺"", ""period"": ""period_song""}]",印度,,《圣朝名画评》,人物门(籍贯信息的提取),"攝摩騰，全名迦攝摩騰，迦攝即迦葉，意譯飲光，摩騰意譯大象，中天竺人。擅長禮儀，解大、小乘經典，常以遊化爲已任。>卷一:""攝摩騰，本中天竺人。善風儀，解大小乘經。常遊化爲任......帝"
loc_e2025fd0,"[{""name"": ""中天竺"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"以爲然，即遣郎中蔡愔、博士弟子秦景等，使往天竺尋訪佛法。愔等於彼遇見摩騰，乃要還漢地。騰誓志弘通，不憚疲苦，冒涉流沙，至乎雒邑。明帝甚加賞接，於城西門外立精舍以處之。漢地有沙門之始也。""竺法蘭，意譯法寶。>卷一:""竺法蘭，亦中天竺人。自言誦經論數萬章。爲天竺學者之師。時蔡愔既至彼國，蘭與摩騰共契遊化，遂相隨而來。"""
loc_a1d979b4,"[{""name"": ""建康豐城"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"曹仲元，曹仲玄也，類似前注""朱景元""的情況。王氏本目作""曹仲先""，內文作曹仲元，當是目録有誤。曹仲玄，五代道釋畫家。>卷三:""曹仲元，建康豐城人。江南李氏時，爲翰林待詔。畫道釋鬼神，初學吳道玄不成，其法，別作細密，以自名家。尤工傅彩，遂有一種風格。嘗於建業佛寺畫上下座壁，凡八年不就。李氏責其緩，命周文矩較之。文矩日:'仲元繪上天本樣，非凡工所及，故遲遲如此。'越明年，乃成。李氏特加恩撫焉。杜甫詩謂:'十日一水五日一石，能事不受相促迫。' 信不誣也。此與左思十年三賦何異?故古之畫工，率非俗士，其模寫物象，多與文人才士思致相合，以其冥搜相類耳。當時江左言道釋者，稱仲元爲第一，不爲過焉。"""
loc_7d840406,"[{""name"": ""汝南宛"", ""period"": ""period_song""}]",河南省周口市淮阳区,"33.7321, 114.8878",《圣朝名画评》,人物门(籍贯信息的提取),"王仁壽，學吳道子，當時有名的道釋畫家。>:""王仁壽，汝南宛人。石晉時作待詔。仿吳生畫爲佛廟鬼神及馬等。嘗於相國寺淨土院畫八菩薩，人輒謂之吳生，不復有辨之者，以此知其所學之淺深也。既作浮屠氏畫，則多在屋壁堂殿間，歲月浸久，隨以隳壞，故存者絕少。"">:""王仁壽，汝南宛人，工畫佛道鬼神，兼長鞍馬。始師王殷，後學精吳法。晉末爲契丹所掠，太祖受禪放還。相國寺文殊院有淨土彌勒下生二壁，淨土院有八菩薩像，及有徵遼、獵渭等圖傳於世。""。"
loc_3df2a5fd,"[{""name"": ""甘肅敦煌"", ""period"": ""period_song""}]",甘肃省敦煌市,"40.1421, 94.6620",《圣朝名画评》,人物门(籍贯信息的提取),李琪，字臺秀，甘肅敦煌人。昭宗時舉進士，累官殿中侍御史。入梁，爲翰林學士。末帝時，拜門下平章事。唐明宗時，位至太子少傅。集十卷，今存詩二首。>有傳。
loc_abf2a5cf,"[{""name"": ""契丹涿郡"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),高益，本契丹涿郡人，太祖時遁來中國。初於都市貨藥，有來贖者，輒畫鬼神犬馬藉藥與之，得者驚異。有孫四皓者，廣延藝術之士，益往客之，為禮甚厚，益亦畫鬼神搜山圖一本以酬其意。歲初，復畫鍾馗一軸為獻。孫遽張於賓館，或曰：鬼神用力，此傷和重。益聞之，乃睨目奮筆書一異狀者舉石狻猊以擊鬼，復張於舊所。觀者驚其勁捷，握手滴汗。嘗於四皓樓上畫卷雲芭蕉，京師之人摩肩爭玩。至今天下樓閣亭廡為之者，自益始也(今四皓樓芭蕉見存)。孫乃神宗近戚，進益前所畫搜山圖。上歎賞移刻，遂待詔於圖畫院，敕畫相國寺廊壁。會上臨幸，見益寫阿育王戰像，詔問：“卿曉兵否？”對曰：“臣非知兵者，命意至此。”上善之。後畫崇夏寺大殿東西二壁善神。雖長於大像，但不稱其筆；凡畫坐神，則用意最善。
loc_b2e958b9,"[{""name"": ""蜀中"", ""period"": ""period_song""}]",四川盆地一带,"30.5728, 104.0668",《圣朝名画评》,人物门(籍贯信息的提取),"蒲師訓, 蜀中人。曉音律, 善談論。幼師房從真, 學畫纔十年, 從真自以為不及。仕孟蜀為待詔。長於車服、冠冕、旌旗、器械、神鬼等圖(子延昌亦能畫, 名亞師訓)。"
loc_ab130a30,"[{""name"": ""蜀中"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"黃筌, 字要叔, 亦蜀中人。少開悟, 卓然不肯與群兒語。年十三, 事郡人刁處士學丹青。尤好花竹翎毛, 凡所操筆, 皆迫於真, 大為當時所傳。年十七, 從其師同仕王衍。十九, 賜朱衣銀魚, 監都麴院。及孟知祥僭立, 進筌三品服。子昶承襲, 遷待詔、檢校少府監。寫僞後袁氏"
loc_db1d2594,"[{""name"": ""蜀"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"刁處士, 即刁光胤, 唐末避亂入蜀的著名花鳥畫家。《圖畫見聞志》: “黃筌……花鳥師刁處士, 山水師李昇, 人物龍水師孫遇也。” 又“孔嵩” 條: “蜀人, 善畫龍, 兼工蟬雀。與黃筌並師刁處士。” “事郡人刁處士”, 四庫本作“師郡人刁光處士”, 為避宋太祖趙匡胤諱稱“刁光胤” 為“刁光”。這樣看來, 四庫本可能源於一個宋代的抄本。"
loc_376a46bf,"[{""name"": ""汝南"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"張昉, 字升卿, 汝南人。性剛潔, 不喜附人。學吳生, 僅 得其法。大中祥符 中, 玉清昭應宮成, 召昉畫三清殿天女奏音樂像。昉不假朽畫, 奮筆立就, 皆丈餘高。流輩 驚顧, 終譛 於主者, 以防不能慎重, 用意多速, 出於矜炫, 恐 有效尤者。尋 遭詰問, 昉不加彩繪而去, 論者惜之。於本郡開元寺畫護法善神, 最為精緻。"
loc_60891ff0,"[{""name"": ""蜀中"", ""period"": ""period_song""}]",四川盆地一带,"30.5728, 104.0668",《圣朝名画评》,人物门(籍贯信息的提取),"勾龍爽, 蜀中人。厚重少語言。好丹青, 神宗 時為圖畫院祇候。善作中古 人物, 其狀質野, 觀 者有返樸之意焉。"
loc_f96a2320,"[{""name"": ""西京洛陽"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"王兼濟, 西京洛陽人。簡傲 嗜酒, 不修人事。學 吳生為畫, 得其餘趣。白波人武宗元長於大像, 當世稱絕。兼濟嘗與對手, 深見推譽。同於本京南三聖殿畫太一, 兼濟乃西壁焉(東壁乃武宗元畫)。中岳天封觀西壁聖帝 入隊, 亦兼濟之筆(武宗元畫東壁出隊)。雖不及宗元, 自有佳處。"
loc_18e708ae,"[{""name"": ""京師"", ""period"": ""period_song""}]",河南省开封市,"34.7973, 114.3076",《圣朝名画评》,人物门(籍贯信息的提取),"楊斐, 京師人。性不拘, 有氣概。多遊江浙間, 後居山陽。攻畫佛像, 宗吳生筆。於泗州 普光王寺 畫二神, 高二丈餘, 其容色威勢, 有足觀者。但手足傷小耳。"
loc_f58f0159,"[{""name"": ""蜀中"", ""period"": ""period_song""}]",四川盆地一带,"30.5728, 104.0668",《圣朝名画评》,人物门(籍贯信息的提取),"高文進, 蜀中人。太宗時入圖畫院為祗候。上萬機之暇, 留心繪事, 文進與黃居寀常列左右, 賜予優腆。相國寺高益畫壁, 經時圮剥, 上惜其精筆, 將營治之, 詔文進曰: “丹青誰如益者?” 對曰: “臣雖不及, 請以蠟紙摸其筆法。” 後移於壁, 毫髮較益當無差矣。遂與李用及、李象坤翻傳舊本於壁, 盡得益之骨氣。文進自畫後門裏東西二壁五臺峨眉文殊普賢變相, 及後門西壁神、大殿後北方天王等。以其能, 遷待詔, 仍賜所居(在相國寺東)。年老臥病, 上宣醫臣往療之, 仍戒曰: “文進之命, 實係卿手, 功不可緩也。” 上為注意如此。後果愈。敕同畫東太一宮貴神 列位。大中祥符初, 董督 群工計度 玉清昭應宮壁。今景德寺後九曜院羅漢及東壁藥師琉璃光佛, 皆文進所畫也。"
loc_278df2b2,"[{""name"": ""蜀中"", ""period"": ""period_song""}]",四川盆地一带,"30.5728, 104.0668",《圣朝名画评》,人物门(籍贯信息的提取),"趙元長, 字慮善, 蜀中人。通天文, 歷仕僞蜀孟昶為靈臺官。亦善丹青, 凡星宿緯象, 皆命畫之。國破, 元長從昶赴 闕下。太祖引 僞署官屬, 凡學天文之類皆不赦。元長當死, 遽呼曰: “臣向仕昶, 謂臣能畫, 所寫者周天 象耳, 符讖 之學非臣所知。” 上特原之, 配文思院 為匠人。常備禁中之役, 畫馴雉 於御座。會五坊 人按鷹, 有離鞲 欲舉 者, 上命縱之, 徑入殿宇, 以搏畫雉。上驚賞久之, 召元長入圖畫院為藝學。詔畫東太一宮貴神之像, 元長實督之。及命摹寫王齊翰應運國寶羅漢, 深得其法。"
loc_e728471e,"[{""name"": ""宋臨安"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"希白,錢易字,宋臨安人。為吳越王錢倧子。鹹平二年, 舉進士。官至翰林學士。贍敏過人,才思敏捷,學識淵博,主要著作有 《青雲總錄》《青雲新録》《南部新書》《洞微志》,現存僅《南部新書》 十卷。"
loc_d6e983a7,"[{""name"": ""成都"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"尹質,字化元,成都人。性長厚,與人交有終始。攻寫貌,善佛像,尤精於真人、藥王。凡伎藝、倡優,人所識者, 質皆能畫之,無分毫異處。燕恭肅王召質寫真,特優禮之。至於公卿戚里間,競求傳貌。景祐中宣獻宋公薨,請質追寫。質嗜酒,無羈束,但草成儀像,逾時不往。宋氏復召沙門懷志,以質草樣示之,俾為標準。質聞之曰:“模傳尚可,設色非吾敢許。”果如其言。復遍求名輩傳貌甚多,無如質者,故獨步康定、慶曆之間。"
loc_9b5f5c17,"[{""name"": ""成都郫"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"石恪,字子專,成都郫人。性輕率,尤好凌轢人物,嘗為嘲謔之句,略協聲韻,與俳優不異,有雜言,為世所行。初事張南本學畫,才數年已出其右。多為古僻人物, 詭形殊狀,以蔑辱豪右,西州人患之。嘗畫《五丁開山》《巨靈擘太華圖》,其氣韻剛峭,當時稱之。今蜀會,秦川至闕下尚多恪筆。"
loc_8e266363,"[{""name"": ""京師"", ""period"": ""period_song""}]",河南省开封市,"34.7973, 114.3076",《圣朝名画评》,人物门(籍贯信息的提取),"陳士元,京師人。初名允。喜丹青之學,尤好王士元筆, 竊相如慕蘭之意,遂改其名。至於屋宇,亭榭,欄楯,車騎,子女,皂隸及人家景物若太湖石,芭蕉花之類,皆如王士元之跡。"
loc_0bcc579e,"[{""name"": ""河東"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"王拙,字守拙,河東人。大中祥符初營玉清昭應宮,募天下畫流,事見武宗元傳,拙為右部第一人,與宗元為對,時人多許之。乃畫本宮五百靈官、衆天女朝元等壁,天聖中失之矣。子居正。"
loc_7c8aa1a0,"[{""name"": ""江南"", ""period"": ""period_song""}]",长江下游南岸地区,,《圣朝名画评》,人物门(籍贯信息的提取),"葉進成,江南人。性通敏,善畫今體人物士女。楊直 講家有進成《醉道士圖》,觀其趨嚮清野,陶然相樂,尤有佳處。其僮僕,鞍乘,樹木,服器,略可觀焉。"
loc_671b51a3,"[{""name"": ""吳興"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"燕文貴,吳興人,隸軍中。善畫山水及人物。初師河東郝惠 。太宗朝駕舟來京 ,多畫山水人物,貨於天門之道。待詔高益見而驚之,遂售數番,輒聞於上,且曰:“臣奉詔寫相 國寺壁,其間樹石,非文貴不能成也。”上亦賞其精筆,遂詔入圖畫院。端拱中,敕畫臣面進紈扇,上覽文貴者甚悅。 嘗畫《七夕夜市圖》(自安業界北頭向東至潘樓竹木市盡存),狀其浩穰之所,至為精備。富商高氏家有文貴畫《舶船渡海像》本,大不盈尺,舟如葉,人如麥,而檣帆槔櫓,指呼奮踴,盡得情狀。至於風波浩蕩,島嶼相望,蛟蜃雜出,咫尺千里,何其妙也。"
loc_d22244b6,"[{""name"": ""江南"", ""period"": ""period_song""}]",长江下游南岸地区,,《圣朝名画评》,人物门(籍贯信息的提取),"葉仁遇,江南人。好畫世俗人物。唐紫微家有仁遇《維揚春市圖》,狀其土俗繁浩,貨殖相委,往來疾緩之態, 深可嘉賞。至於春色駘蕩,花光互照,不遠數幅,深得淮楚之勝。"
loc_607a2090,"[{""name"": ""江寧句容"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"郝澄,字長源,江寧句容人。世為右族,至澄以丹青自樂,不事貲產,終至耗蕩。人多求澄畫者,賴以資給。於佛道鬼神尤長。"
loc_dfe8a7f0,"[{""name"": ""蜀中"", ""period"": ""period_song""}]",四川盆地一带,"30.5728, 104.0668",《圣朝名画评》,人物门(籍贯信息的提取),"毛文昌,字則之,蜀中人。好畫郊野村堡人物,能與真逼。 又為《村僮入學圖》,其行步動止,拜立誦寫,備其風概。"
loc_c0aa67cb,"[{""name"": ""營丘"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"李成, 營丘人。世業儒, 為郡名族。成幼屬文, 能畫山水林木, 當時稱為第一。開寶中, 孫四皓者延四方之士, 知成妙手不可遽得, 以書招之。成曰: “吾儒者, 粗識去就, 性愛山水, 弄筆自適耳, 豈能奔走豪士之門, 與工技同處哉!” 遂不應。孫甚銜之, 遣人往營丘以厚利啖當塗者, 卒獲數圖。後成舉進士, 來集於春官, 孫卑辭堅召。成不得已往之, 見其數圖, 驚忿而去。章聖每見成筆, 必嗟賞之, 故聲益甚。直史館劉釐者, 時推精鑒, 於曹武惠王第見成山水圖, 愛之不已, 有詩曰: “六幅冰綃掛翠庭, 危峯疊嶂鬭崢嶸。卻因一夜芭蕉雨, 疑是巖前瀑布聲。” 識者以為實録。成之為畫, 精通造化, 筆盡意在。掃千里於咫尺, 寫萬趣於指下。峰巒重疊, 間露祠墅, 此為最佳。至於林木稠薄, 泉流深淺, 如就真景。思清格老, 古無其人。景祐中, 成孫宥為開封尹, 命相國寺僧惠明購成之畫, 倍出金幣, 歸者如市。故成之跡於今少有。"
